"spo","meanW_rpomAlone","semW_rpomAlone","meanW_vib","semW_vib","meanW_mari","semW_mari","meanW_CC","semW_CC","gene","funct","NCBI","Vib_fold_diff","Mari_fold_diff","CC_fold_diff"
"SPO0207",1,0.035,0.99,0.015,1,0.014,0.99,0.021,"SPO0207","aminomethyl transferase family protein","SPO_RS01055",-0.014,0,-0.014
"SPO0209",0.99,0.028,0.95,0.019,0.98,0.027,1,0.017,"SPO0209","Na/Pi-cotransporter family protein","SPO_RS01065",-0.059,-0.014,0.014
"SPO0210",0.045,0.045,0.15,0.088,0.054,0.032,0.26,0.047,"leuB","3-isopropylmalate dehydrogenase","SPO_RS01070",1.5,0.22,2.3
"SPO0211",1,0.01,0.99,0.016,0.98,0.011,1,0.016,"SPO0211","transcriptional regulator, LysR family","SPO_RS01075",-0.014,-0.029,0
"SPO0212",0.99,0.026,0.96,0.023,1,0.016,1,0.022,"SPO0212","hypothetical protein","SPO_RS01080",-0.044,0.014,0.014
"SPO0213",1,0.024,0.97,0.009,0.99,0.018,0.97,0.036,"SPO0213","hypothetical protein","SPO_RS01085",-0.044,-0.014,-0.044
"SPO0214",1,0.022,0.98,0.006,0.99,0.01,0.99,0.018,"SPO0214","hypothetical protein","SPO_RS01090",-0.029,-0.014,-0.014
"SPO0215",0.19,0.023,0.42,0.029,0.29,0.065,0.33,0.041,"leuD-1","3-isopropylmalate dehydratase, small subunit","SPO_RS01095",1.1,0.58,0.77
"SPO0216",0.064,0.022,0.15,0.058,0.15,0.029,0.27,0.065,"leuC-1","3-isopropylmalate dehydratase, large subunit","SPO_RS01100",1.1,1.1,1.9
"SPO0217",0.88,0.05,0.93,0.087,0.6,0.21,0.75,0.26,"SPO0217","hypothetical protein","",0.079,-0.54,-0.23
"SPO0218",0.97,0.014,0.98,0.008,0.98,0.013,0.98,0.023,"SPO0218","mechanosensitive ion channel family protein","SPO_RS01110",0.015,0.015,0.015
"SPO0219",0.99,0.022,1.1,0.011,1,0.009,1.1,0.017,"SPO0219","iojap-related protein","SPO_RS01115",0.15,0.014,0.15
"SPO0220",1.1,0.03,1,0.015,1,0.006,0.99,0.009,"rimH","Ribosomal RNA large subunit methyltransferase H (EC 2.1.1.177)","SPO_RS01120",-0.14,-0.14,-0.15
"SPO0221",1.1,0.036,1.1,0.059,1,0.042,1,0.024,"SPO0221","hypothetical protein","SPO_RS01125",0,-0.14,-0.14
"SPO0222",1.1,0.022,1,0.011,1,0.014,1,0.016,"ald","alanine dehydrogenase","SPO_RS01130",-0.14,-0.14,-0.14
"SPO0223",0.99,0.008,0.98,0.009,0.97,0.024,1,0.013,"SPO0223","transcriptional regulator, AsnC family","SPO_RS01135",-0.014,-0.029,0.014
"SPO0224",1,0.031,0.97,0.03,0.96,0.015,0.96,0.015,"SPO0224","polyphosphate kinase, putative","SPO_RS01140",-0.044,-0.058,-0.058
"SPO0225",0.97,0.027,0.99,0.029,0.98,0.025,0.98,0.037,"SPO0225","transcriptional regulator, putative","SPO_RS01145",0.029,0.015,0.015
"SPO0226",1,0.01,0.99,0.021,1,0.013,0.94,0.031,"SPO0226","cytochrome P450 family protein","SPO_RS01150",-0.014,0,-0.088
"SPO0227",1.1,0.013,1,0.005,1,0.007,1,0.012,"SPO0227","PaxA, putative","",-0.14,-0.14,-0.14
"SPO0228",1,0.038,1,0.032,1,0.011,1,0.025,"SPO0228","hypothetical protein","",0,0,0
"SPO0230",1.1,0.044,1,0.016,1,0.039,1,0.02,"SPO0230","hypothetical protein","SPO_RS01175",-0.14,-0.14,-0.14
"SPO0231",1,0.023,1,0.006,1,0.008,1,0.018,"SPO0231","alcohol dehydrogenase, zinc-containing","SPO_RS01180",0,0,0
"SPO0232",1,0.008,1,0.005,0.99,0.002,0.99,0.011,"SPO0232","quinone oxidoreductase, putative","SPO_RS01185",0,-0.014,-0.014
"SPO0233",0.98,0.094,0.98,0.033,0.97,0.052,0.95,0.078,"SPO0233","transcriptional regulator, AsnC family","SPO_RS01190",0,-0.015,-0.044
"SPO0234",1.1,0.014,1.1,0.014,1.1,0.009,1.1,0.013,"lysdh","Lysine dehydrogenase","SPO_RS01195",0,0,0
"SPO0235",1,0.011,1,0.012,1,0.007,1,0.011,"aasadh","alpha-aminoadipic semialdehyde dehydrogenase","SPO_RS01200",0,0,0
"SPO0236",1,0.007,1,0.024,1,0.011,0.98,0.007,"SPO0236","glycerophosphoryl diester phosphodiesterase, putative","SPO_RS01205",0,0,-0.029
"SPO0237",1,0.016,1,0.005,1,0.016,1,0.007,"ugpC","SN-glycerol-3-phosphate ABC transporter, ATP-binding protein","SPO_RS01210",0,0,0
"SPO0238",1,0.009,0.96,0.013,0.97,0.009,1,0.011,"ugpE","SN-glycerol-3-phosphate ABC transporter, permease protein","SPO_RS01215",-0.058,-0.044,0
"SPO0239",1,0.01,1,0.015,1,0.011,1,0.01,"ugpA","SN-glycerol-3-phosphate ABC transporter, permease protein","SPO_RS01220",0,0,0
"SPO0240",0.99,0.019,0.99,0.011,1,0.01,1,0.011,"ugpB","SN-glycerol-3-phosphate ABC transporter, periplasmic SN-glycerol-3-phosphate-binding protein","SPO_RS01225",0,0.014,0.014
"SPO0241",1,0.004,0.99,0.013,0.98,0.03,0.98,0.017,"SPO0241","transcriptional regulator, LysR family","SPO_RS01230",-0.014,-0.029,-0.029
"SPO0248",1.1,0.018,0.98,0.034,0.99,0.01,0.95,0.03,"ispA","farnesyl diphosphate synthase","SPO_RS01265",-0.17,-0.15,-0.21
"SPO0249",1.2,0.13,1.2,0.054,1.1,0.049,1.2,0.031,"xseB","exodeoxyribonuclease VII, small subunit","SPO_RS01270",0,-0.12,0
"SPO0250",0.99,0.018,1,0.022,0.98,0.021,1,0.026,"SPO0250","histone deacetylase family protein","SPO_RS01275",0.014,-0.014,0.014
"SPO0252",0,0,0,0,0.36,0.22,0.35,0.24,"petP","transcriptional regulator PetP","SPO_RS01285",0,5.2,5.2
"SPO0253",1.1,0.007,1.1,0.013,1,0.012,1,0.004,"ilvE","branched-chain amino acid aminotransferase","SPO_RS01290",0,-0.14,-0.14
"SPO0254",1.1,0.008,1,0.011,1.1,0.009,1,0.006,"ohr","organic hydroperoxide resistance protein","SPO_RS01295",-0.14,0,-0.14
"SPO0255",0.97,0.038,0.99,0.012,0.98,0.018,0.94,0.037,"SPO0255","transcriptional regulator, MarR family","SPO_RS01300",0.029,0.015,-0.045
"SPO0256",0.96,0.031,1,0.02,1.1,0.032,1,0.052,"SPO0256","copper-binding protein, plastocyanin/azurin family","SPO_RS01305",0.058,0.19,0.058
"SPO0257",0.97,0.041,0.98,0.03,0.94,0.037,0.96,0.025,"SPO0257","hypothetical protein","SPO_RS01310",0.015,-0.045,-0.015
"SPO0258",1,0.008,1,0.017,1,0.01,1,0.003,"SPO0258","transcriptional regulator, AraC family","SPO_RS01315",0,0,0
"SPO0259",0.93,0.062,0.96,0.063,0.9,0.056,0.84,0.044,"SPO0259","hypothetical protein","SPO_RS01320",0.045,-0.047,-0.15
"SPO0260",1,0.024,0.99,0.014,0.98,0.022,1,0.013,"SPO0260","alkaline phosphatase, putative","SPO_RS01325",-0.014,-0.029,0
"SPO0261",0.98,0.015,0.98,0.012,0.99,0.004,0.98,0.007,"SPO0261","hypothetical protein","SPO_RS01330",0,0.014,0
"SPO0263",0.95,0.023,0.96,0.039,0.96,0.006,0.97,0.012,"SPO0263","membrane protein","SPO_RS01340",0.015,0.015,0.03
"SPO0264",1,0.017,1,0.021,1,0.014,0.99,0.024,"SPO0264","CaiB/BaiF family protein","SPO_RS01345",0,0,-0.014
"SPO0265",0.96,0.03,0.99,0.024,0.99,0.017,0.93,0.037,"SPO0265","auxin efflux carrier family protein","SPO_RS01350",0.044,0.044,-0.045
"SPO0266",0.95,0.033,0.98,0.037,0.98,0.04,0.98,0.017,"SPO0266","HD domain protein","SPO_RS01355",0.044,0.044,0.044
"SPO0268",1.1,0.037,1,0.019,1,0.024,1,0.017,"ribH-1","riboflavin synthase, beta subunit","",-0.14,-0.14,-0.14
"SPO0269",0.97,0.031,0.98,0.044,0.99,0.024,0.97,0.009,"SPO0269","negative transcriptional regulator","SPO_RS01370",0.015,0.029,0
"SPO0270",1.1,0.031,1.1,0.031,1.1,0.029,1,0.061,"SPO0270","glutathione S-transferase family protein","SPO_RS01375",0,0,-0.14
"SPO0273",1.8,NA,NA,NA,NA,NA,NA,NA,"petC","ubiquinol--cytochrome c reductase, cytochrome c1","SPO_RS01390",NA,NA,NA
"SPO0274",0.98,0.02,1,0.038,0.96,0.033,0.91,0.085,"SPO0274","hypothetical protein","",0.029,-0.029,-0.11
"SPO0275",1,0.053,1.1,0.025,1,0.028,1,0.033,"SPO0275","cytochrome b, putative","SPO_RS01400",0.14,0,0
"SPO0276",0.95,0.037,0.94,0.011,0.98,0.024,0.93,0.009,"SPO0276","transcriptional regulator, LuxR family","SPO_RS01405",-0.015,0.044,-0.03
"SPO0277",0.99,0.033,0.98,0.027,0.96,0.014,0.97,0.014,"SPO0277","MiaB-like tRNA modifying enzyme","SPO_RS01410",-0.014,-0.044,-0.029
"SPO0280",1,0.094,0.63,0.32,0.99,0.019,0.96,0.17,"SPO0280","transposase, truncation","",-0.66,-0.014,-0.058
"SPO0281",1,0.059,0.99,0.027,0.97,0.034,0.98,0.042,"SPO0281","hypothetical protein","SPO_RS01425",-0.014,-0.044,-0.029
"SPO0282",1.1,0.062,0.92,0.051,0.98,0.056,0.94,0.04,"SPO0282","hypothetical protein","SPO_RS01430",-0.26,-0.17,-0.22
"SPO0284",0.14,0.08,0.41,0.12,0.34,0.087,0.66,0.092,"SPO0284","dihydroorotase, multifunctional complex type","SPO_RS01440",1.5,1.2,2.2
"SPO0285",0.81,0.049,0.91,0.044,0.95,0.031,1,0.029,"SPO0285","hypothetical protein","SPO_RS01445",0.17,0.23,0.3
"SPO0286",0.71,0.063,0.87,0.081,0.91,0.023,0.96,0.055,"SPO0286","hypothetical protein","SPO_RS01450",0.29,0.35,0.43
"SPO0287",0.089,0.089,0.42,0.14,0.13,0.13,0.41,0.15,"pyrB","aspartate carbamoyltransferase","SPO_RS01455",2.1,0.5,2.1
"SPO0289",0.78,0.022,0.94,0.028,0.87,0.039,0.88,0.025,"SPO0289","Ser/Thr protein phosphatase family protein","SPO_RS01470",0.27,0.16,0.17
"SPO0290",0.96,0.035,0.96,0.043,0.92,0.013,0.97,0.019,"SPO0290","transmembrane amino acid efflux protein","SPO_RS01475",0,-0.061,0.015
"SPO0291",0.73,0.019,0.82,0.017,0.76,0.038,0.81,0.009,"SPO0291","molybdenum cofactor biosynthesis protein B","SPO_RS01480",0.17,0.057,0.15
"SPO0292",1,0.02,0.98,0.036,0.98,0.019,0.99,0.018,"SPO0292","efflux transporter, RND family, MFP subunit","SPO_RS01485",-0.029,-0.029,-0.014
"SPO0293",1,0.007,0.98,0.008,0.99,0.01,0.98,0.011,"SPO0293","transporter, AcrB/AcrD/AcrF family","SPO_RS01490",-0.029,-0.014,-0.029
"SPO0294",0.95,0.051,0.92,0.045,0.88,0.034,0.9,0.073,"SPO0294","hydrolase, NUDIX family","SPO_RS01495",-0.046,-0.11,-0.077
"SPO0295",1,0.015,0.99,0.012,0.97,0.008,1,0.018,"SPO0295","hypothetical protein","SPO_RS01500",-0.014,-0.044,0
"SPO0296",1,0.021,1,0.002,1,0.015,1,0.003,"SPO0296","hypothetical protein","SPO_RS01505",0,0,0
"SPO0297",0,0,0,0,0.68,0.12,0.74,0.14,"SPO0297","Sua5/YciO/YrdC family protein","SPO_RS01510",0,6.1,6.2
"SPO0298",1,0.012,0.98,0.007,0.98,0.008,0.96,0.01,"SPO0298","acyl-CoA dehydrogenase family protein","SPO_RS01515",-0.029,-0.029,-0.058
"SPO0299",1,0.022,1,0.016,1,0.02,1,0.015,"SPO0299","metallo-beta-lactamase family protein","SPO_RS01520",0,0,0
"SPO0300",1,0.014,1,0.013,1,0.008,1,0.02,"SPO0300","hypothetical protein","SPO_RS01525",0,0,0
"SPO0301",1,0.011,1,0.017,1,0.01,0.98,0.012,"SPO0301","glycerophosphoryl diester phosphodiesterase family protein","SPO_RS01530",0,0,-0.029
"SPO0302",0.96,0.024,0.96,0.031,0.95,0.036,0.92,0.048,"SPO0302","hypothetical protein","SPO_RS01535",0,-0.015,-0.061
"SPO0303",1,0.054,1.1,0.044,1.1,0.021,1.1,0.037,"SPO0303","cytochrome c oxidase, subunit IV domain protein","SPO_RS01540",0.14,0.14,0.14
"SPO0304",1.1,0.023,1.1,0.012,1.1,0.008,1.1,0.03,"SPO0304","lipoprotein, putative","SPO_RS01545",0,0,0
"SPO0305",1,0.045,0.97,0.02,1,0.032,0.98,0.048,"SPO0305","AzlC family protein","SPO_RS01555",-0.044,0,-0.029
"SPO0306",0.84,0.01,0.96,0.024,0.88,0.024,0.96,0.026,"fdhD","formate dehydrogenase accessory protein FdhD","SPO_RS01560",0.19,0.066,0.19
"SPO0307",0.8,0.06,0.95,0.043,0.85,0.023,0.99,0.042,"mobA","molybdopterin-guanine dinucleotide biosynthesis protein A","SPO_RS01570",0.25,0.086,0.3
"SPO0308",0.91,0.1,0.92,0.058,0.93,0.046,0.96,0.038,"mobB","molybdopterin-guanine dinucleotide biosynthesis protein B","SPO_RS01575",0.016,0.031,0.076
"SPO0309",0.96,0.015,0.96,0.038,0.97,0.024,0.93,0.003,"SPO0309","hypothetical protein","SPO_RS01580",0,0.015,-0.045
"SPO0310",0.9,0.048,0.98,0.026,0.94,0.023,0.98,0.023,"moeA","molybdopterin biosynthesis protein MoeA","SPO_RS01585",0.12,0.062,0.12
"SPO0311",1.1,0.016,1.1,0.009,1.1,0.012,1.1,0.008,"SPO0311","hypothetical protein","SPO_RS01590",0,0,0
"SPO0312",1,0.016,0.98,0.013,1,0.019,1,0.01,"greA","transcription elongation factor GreA","SPO_RS01595",-0.029,0,0
"SPO0313",1,0.05,1,0.037,1,0.046,0.99,0.049,"SPO0313","glyoxalase family protein","SPO_RS01600",0,0,-0.014
"SPO0314",1,0.041,1,0.036,1,0.031,1,0.019,"soxR","redox-sensitive transcriptional activator SoxR","SPO_RS01605",0,0,0
"SPO0315",0.9,0.056,0.9,0.05,0.94,0.051,0.87,0.09,"SPO0315","hypothetical protein","SPO_RS01610",0,0.062,-0.048
"SPO0317",1,0.021,0.91,0.055,0.96,0.032,0.94,0.023,"SPO0317","TPR domain protein","SPO_RS01620",-0.13,-0.058,-0.088
"SPO0320",1,0.1,0.98,0.075,0.88,0.068,0.95,0.041,"SPO0320","hypothetical protein","SPO_RS01635",-0.029,-0.18,-0.073
"SPO0321",1.1,0.062,0.99,0.031,1,0.028,1,0.043,"SPO0321","hypothetical protein","SPO_RS01640",-0.15,-0.14,-0.14
"SPO0322",1.1,0.024,1,0.015,1,0.033,1,0.1,"SPO0322","hypothetical protein","SPO_RS22380",-0.14,-0.14,-0.14
"SPO0323",1,0.011,0.96,0.019,0.96,0.008,0.95,0.023,"SPO0323","hypothetical protein","SPO_RS01645",-0.058,-0.058,-0.073
"SPO0324",1,0.015,1,0.036,0.96,0.016,0.98,0.015,"SPO0324","transcriptional regulator, LysR family","SPO_RS01650",0,-0.058,-0.029
"SPO0325",0.64,0.091,1,0.036,0.94,0.074,0.96,0.068,"phbB","acetoacetyl-CoA reductase","SPO_RS01655",0.64,0.55,0.58
"SPO0326",0.99,0.015,1,0.007,1.1,0.01,1,0.012,"phbA","acetyl-CoA acetyltransferase","SPO_RS01660",0.014,0.15,0.014
"SPO0327",0.98,0.037,1,0.019,0.92,0.024,0.93,0.027,"SPO0327","EAL domain protein","SPO_RS01665",0.029,-0.09,-0.075
"SPO0328",0.91,0.035,0.93,0.016,0.97,0.021,0.95,0.021,"SPO0328","hypothetical protein","SPO_RS01670",0.031,0.091,0.061
"SPO0329",0.94,0.028,0.92,0.029,0.93,0.022,0.96,0.071,"SPO0329","hypothetical protein","SPO_RS01675",-0.031,-0.015,0.03
"SPO0330",0.96,0.064,0.95,0.009,0.9,0.03,0.94,0.02,"ccpA","cytochrome c peroxidase","SPO_RS01680",-0.015,-0.092,-0.03
"SPO0331",0.81,0.27,1,0.029,0.9,0.023,0.92,0.05,"SPO0331","thiol:disulfide interchange protein, putative","SPO_RS01685",0.3,0.15,0.18
"SPO0332",0,0,0.058,0.058,0,0,0,0,"argH","argininosuccinate lyase","SPO_RS01690",2.8,0,0
"SPO0333",1.1,0.034,1.1,0.036,1.1,0.046,1.1,0.041,"SPO0333","lipoprotein, putative","SPO_RS01695",0,0,0
"SPO0334",0.5,0.039,0.33,0.086,0.37,0.039,0.5,0.024,"lysA","diaminopimelate decarboxylase","SPO_RS01700",-0.58,-0.42,0
"SPO0335",0.99,0.009,0.98,0.014,0.98,0.013,0.98,0.028,"SPO0335","hypothetical protein","SPO_RS01705",-0.014,-0.014,-0.014
"SPO0336",0.86,0.073,0.97,0.044,0.8,0.085,0.88,0.064,"SPO0336","MJ0042 family finger-like domain protein","SPO_RS01710",0.17,-0.1,0.033
"SPO0337",1.1,0.016,1,0.006,1,0.008,1,0.011,"ftsE","cell division ATP-binding protein FtsE","SPO_RS01715",-0.14,-0.14,-0.14
"SPO0338",1.1,0.026,1,0.023,1,0.022,1,0.02,"SPO0338","cell division permease protein FtsX, putative","SPO_RS01720",-0.14,-0.14,-0.14
"SPO0339",1,0.027,1,0.02,1,0.022,0.99,0.022,"SPO0339","acyltransferase family protein","SPO_RS01725",0,0,-0.014
"SPO0342",0.85,0.031,0.97,0.045,0.95,0.019,0.97,0.039,"SPO0342","hypothetical protein","SPO_RS01735",0.19,0.16,0.19
"SPO0343",1.1,0.18,1.1,0.032,1,0.078,1,0.2,"sucB","2-oxoglutarate dehydrogenase, E2 component, dihydrolipoamide succinyltransferase","SPO_RS01740",0,-0.14,-0.14
"SPO0344a",0.49,0.043,0.83,0.049,0.73,0.029,0.9,0.043,"SPO0344a","hypothetical protein","SPO_RS01750",0.75,0.57,0.86
"SPO0345",0.36,0.12,0.39,0.18,0.5,0.053,0.73,0.049,"SPO0345","hypothetical protein","SPO_RS01755",0.11,0.46,1
"SPO0346a",0.83,0.018,0.81,0.019,0.8,0.013,0.82,0.028,"SPO0346a","hypothetical protein","SPO_RS22730",-0.035,-0.052,-0.017
"SPO0347",0,NA,0,NA,0.46,NA,0,NA,"SPO0347","succinyl-CoA synthase, beta subunit","SPO_RS01765",0,5.6,0
"SPO0348",1,0.008,0.94,0.009,0.98,0.012,0.98,0.025,"SPO0348","hypothetical protein","SPO_RS22090",-0.088,-0.029,-0.029
"SPO0349",0.16,0.058,0.28,0.16,0.45,0.062,0.55,0.034,"mdh","malate dehydrogenase, NAD-dependent","SPO_RS01775",0.77,1.4,1.7
"SPO0350",0.97,0.057,1,0.019,1,0.039,1.1,0.066,"SPO0350","hypothetical protein","SPO_RS01780",0.044,0.044,0.18
"SPO0351",1.1,0.031,0.94,0.09,0.9,0.093,0.96,0.068,"SPO0351","hypothetical protein","SPO_RS01785",-0.22,-0.29,-0.19
"SPO0352",0.97,0.029,0.98,0.031,0.98,0.029,1,0.04,"citE","citrate lyase, beta subunit","SPO_RS01790",0.015,0.015,0.044
"SPO0353",0.97,0.052,1,0.034,1,0.011,1,0.032,"SPO0353","NnrU family protein","SPO_RS01795",0.044,0.044,0.044
"SPO0354",0.96,0.041,0.97,0.026,0.95,0.014,0.98,0.005,"SPO0354","hypothetical protein","SPO_RS01800",0.015,-0.015,0.029
"SPO0355",0.78,0.088,0.87,0.025,0.77,0.02,0.88,0.04,"SPO0355","hypothetical protein","SPO_RS01805",0.16,-0.018,0.17
"SPO0356",1,0.016,0.95,0.023,1,0.012,1,0.014,"SPO0356","hypothetical protein","SPO_RS01810",-0.073,0,0
"SPO0357",0.97,0.003,0.97,0.015,0.97,0.021,0.96,0.005,"SPO0357","von Willebrand factor type A domain protein","SPO_RS01815",0,0,-0.015
"SPO0360a",0.24,0.24,0,0,0,0,0.47,0.24,"SPO0360a","hypothetical protein","SPO_RS22735",-4.6,-4.6,0.94
"SPO0362",1,0.01,1,0.004,1,0.003,1,0.004,"SPO0362","type I secretion target repeat protein","SPO_RS01840",0,0,0
"SPO0363",1,0.033,1,0.011,1,0.012,1,0.024,"SPO0363","hypothetical protein","",0,0,0
"SPO0364",0.99,0.008,1,0.013,1,0.013,0.99,0.008,"SPO0364","decarboxylase, pyridoxal-dependent","SPO_RS01845",0.014,0.014,0
"SPO0365",0.94,0.02,1,0.001,1,0.012,0.99,0.018,"SPO0365","hypothetical protein","SPO_RS01850",0.088,0.088,0.074
"SPO0366",0.89,0.005,1,0.006,0.97,0.007,1,0.005,"deoD","purine nucleoside phosphorylase","SPO_RS01855",0.17,0.12,0.17
"SPO0367",0.95,0.005,1,0.007,0.87,0.041,0.95,0.008,"SPO0367","DNA-binding protein, H-NS family","SPO_RS01860",0.073,-0.13,0
"SPO0368",0.95,0.005,1,0.012,0.99,0.008,1,0.013,"SPO0368","methylmalonyl-CoA mutase","SPO_RS01865",0.073,0.059,0.073
"SPO0369",0.98,0.023,1,0.027,1,0.009,1,0.006,"SPO0369","acyltransferase family protein","SPO_RS01870",0.029,0.029,0.029
"SPO0370",1,0.02,1,0.014,1,0.01,1,0.012,"ccrA","crotonyl-CoA reductase","SPO_RS01875",0,0,0
"SPO0371",0.98,0.008,0.95,0.018,0.94,0.012,0.92,0.017,"luxR-1","autoinducer-binding transcriptional regulator LuxR","SPO_RS01880",-0.044,-0.06,-0.09
"SPO0372",1,0.036,1,0.011,1,0.016,1,0.026,"SPO0372","autoinducer synthesis protein","SPO_RS01885",0,0,0
"SPO0373",1,0.027,1,0.01,1,0.026,1,0.027,"SPO0373","helicase, ATP-dependent, putative","SPO_RS01890",0,0,0
"SPO0374",0.89,0.022,0.83,0.062,0.79,0.029,0.84,0.05,"SPO0374","hypothetical protein","SPO_RS01895",-0.1,-0.17,-0.082
"SPO0375",0.91,0.025,0.93,0.014,0.83,0.026,0.87,0.022,"SPO0375","membrane protein","SPO_RS01900",0.031,-0.13,-0.064
"SPO0376",1,0.011,1,0.028,1.1,0.016,1,0.018,"SPO0376","sugar ABC transporter, permease protein","SPO_RS01905",0,0.14,0
"SPO0377",1,0.019,1,0.021,1.1,0.013,1,0.013,"SPO0377","sugar ABC transporter, permease protein","SPO_RS01910",0,0.14,0
"SPO0378",1,0.013,1,0.015,1,0.012,1,0.024,"SPO0378","sugar ABC transporter, ATP-binding protein","SPO_RS01915",0,0,0
"SPO0379",1,0.02,1,0.052,1,0.03,1,0.047,"SPO0379","sugar ABC transporter, periplasmic sugar-binding protein","SPO_RS01920",0,0,0
"SPO0380",0.96,0.016,0.97,0.017,0.98,0.011,0.9,0.047,"SPO0380","ribosomal-protein-alanine acetyltransferase, putative","SPO_RS01925",0.015,0.029,-0.092
"SPO0383",1,0.12,0.97,0.091,0.98,0.042,0.95,0.035,"azoR","FMN-dependent NADH-azoreductase (EC 1.7.1.17)","SPO_RS01940",-0.044,-0.029,-0.073
"SPO0384",1,0.055,1,0.019,0.98,0.012,0.98,0.022,"SPO0384","hypothetical protein","SPO_RS22095",0,-0.029,-0.029
"SPO0385",1,0.032,0.98,0.024,0.98,0.026,0.98,0.019,"SPO0385","2-hydroxychromene-2-carboxylate isomerase, putative","SPO_RS01950",-0.029,-0.029,-0.029
"SPO0386",0.32,0.054,0.66,0.086,0.53,0.057,0.82,0.026,"SPO0386","universal stress family protein","SPO_RS01955",1,0.71,1.3
"SPO0387",1,0.044,0.99,0.033,0.99,0.025,1.1,0.025,"SPO0387","hypothetical protein","SPO_RS01960",-0.014,-0.014,0.14
"SPO0388",1.1,0.004,1,0.021,1,0.01,1,0.008,"SPO0388","aminotransferase, class IV","SPO_RS01965",-0.14,-0.14,-0.14
"SPO0389",0.9,0.027,0.91,0.019,0.91,0.047,0.88,0.076,"SPO0389","transcriptional regulator, AsnC family","SPO_RS01970",0.016,0.016,-0.032
"SPO0390",1.1,0.021,1.1,0.008,1,0.012,1,0.011,"SPO0390","glutamate/leucine/phenylalanine/valine dehydrogenase family protein","SPO_RS01975",0,-0.14,-0.14
"SPO0391",1.1,0.025,1.1,0.013,1,0.022,1.1,0.027,"bphC3","biphenyl-2,3-diol 1,2-dioxygenase III","SPO_RS01980",0,-0.14,0
"SPO0393",1,0.014,0.91,0.052,0.95,0.025,0.97,0.03,"SPO0393","rhomboid family protein","SPO_RS01990",-0.13,-0.073,-0.044
"SPO0394",0.98,0.029,1,0.007,0.98,0.003,0.89,0.045,"SPO0394","hypothetical protein","SPO_RS01995",0.029,0,-0.14
"SPO0395",1,0.056,0.97,0.08,0.93,0.023,0.96,0.038,"SPO0395","cyclic nucleotide-binding protein","SPO_RS02000",-0.044,-0.1,-0.058
"SPO0396",NA,NA,0.95,NA,0.51,NA,0.92,NA,"mviN","integral membrane protein MviN","SPO_RS02005",NA,NA,NA
"SPO0397",0.89,0.04,0.2,0.2,0.59,0.059,0,0,"glnD","protein-P-II uridylyltransferase","SPO_RS02010",-2.1,-0.58,-6.5
"SPO0398",0.95,0.041,0.91,0.11,0.9,0.074,0.98,0.062,"SPO0398","hypothetical protein","SPO_RS02015",-0.061,-0.077,0.044
"SPO0399",0.92,0.15,0.99,0.12,1,0.094,0.85,0.065,"SPO0399","tetrapyrrole methylase family protein","SPO_RS02020",0.1,0.12,-0.11
"SPO0400",1,0.03,1.1,0.046,1,0.03,1,0.021,"SPO0400","hypothetical protein","SPO_RS02025",0.14,0,0
"SPO0401",0.65,0.12,0.67,0.038,0.42,0.083,0.68,0.026,"gshB","glutathione synthetase","SPO_RS02030",0.043,-0.62,0.064
"SPO0402",0.94,0.029,0.96,0.015,0.95,0.01,1,0.02,"comM","competence protein ComM","SPO_RS02035",0.03,0.015,0.088
"SPO0403",1,0.03,0.97,0.015,0.98,0.008,1,0.015,"SPO0403","hypothetical protein","SPO_RS02040",-0.044,-0.029,0
"SPO0405",0.94,0.32,0.82,0.21,0.92,0.13,0.91,0.17,"SPO0405","cobinamide kinase/cobinamide phosphate guanyltransferase","SPO_RS02050",-0.19,-0.031,-0.046
"SPO0406",1.1,0.056,1.1,0.04,1,0.018,1.1,0.025,"rpoH-1","RNA polymerase sigma-32 factor","SPO_RS02055",0,-0.14,0
"SPO0407",0.98,0.015,0.97,0.021,1,0.035,0.94,0.028,"SPO0407","hypothetical protein","SPO_RS02060",-0.015,0.029,-0.06
"SPO0409",0.82,0.065,0.93,0.043,0.92,0.054,0.91,0.076,"dut","deoxyuridine 5'-triphosphate nucleotidohydrolase","SPO_RS02070",0.18,0.16,0.15
"SPO0410",0.66,0.054,0.87,0.007,0.74,0.027,0.81,0.014,"SPO0410","molybdopterin biosynthesis protein MoeB, putative","SPO_RS02075",0.39,0.16,0.29
"SPO0411",0.99,0.073,1,0.044,1,0.042,0.99,0.049,"SPO0411","hypothetical protein","SPO_RS02080",0.014,0.014,0
"SPO0412",0.77,0.034,0.86,0.088,0.96,0.04,0.94,0.1,"SPO0412","hypothetical protein","",0.16,0.31,0.28
"SPO0413",0.99,0.033,0.98,0.028,1,0.021,1,0.017,"SPO0413","Cys/Met metabolism PLP-dependent enzyme family protein","SPO_RS02090",-0.014,0.014,0.014
"SPO0414",1,0.005,1,0.017,1,0.008,1,0.014,"SPO0414","peptidyl-dipeptidase, putative","SPO_RS02095",0,0,0
"SPO0415",1,0.015,0.92,0.024,1,0.013,1,0.02,"SPO0415","D-isomer specific 2-hydroxyacid dehydrogenase family protein","SPO_RS02100",-0.12,0,0
"SPO0417",1.2,0.078,1,0.093,1,0.12,1.1,0.055,"pbpA","penicillin-binding protein 2","SPO_RS02110",-0.26,-0.26,-0.12
