spo,mean_rpomAlone,lwrCL_rpomAlone,uprCL_rpomAlone,naCount_rpomAlone,mean_vib,lwrCL_vib,uprCL_vib,naCount_vib,mean_mari,lwrCL_mari,uprCL_mari,naCount_mari,mean_CC,lwrCL_CC,uprCL_CC,naCount_CC,gene,funct,NCBI,meanNA,Vib_diff,Vib_fold_diff,Mari_diff,Mari_fold_diff,CC_diff,CC_fold_diff
SPO0127,1.077,0.948,1.206,0,0.999,0.879,1.118,0,1.107,1.022,1.191,0,1.105,1.004,1.204,0,SPO0127,peptidyl-tRNA hydrolase domain protein,SPO_RS00650,0,-0.078,-0.108461667,0.03,0.039636972,0.028,0.03702812
SPO0128,1.015,0.982,1.052,0,1.011,0.989,1.036,0,1.007,0.985,1.031,0,1.015,0.992,1.04,0,SPO0128,"oxidoreductase, short chain dehydrogenase/reductase family",SPO_RS00655,0,-0.004,-0.00569673,-0.008,-0.011416044,0,0
SPO0129,1.007,0.959,1.057,0,1.039,1.01,1.065,0,1.04,1.003,1.077,0,1.028,0.992,1.069,0,SPO0129,"peptidase, T4 family",SPO_RS00660,0,0.032,0.045131971,0.033,0.046519845,0.021,0.029776581
SPO0130,0.906,0.859,0.96,0,0.904,0.866,0.948,0,0.922,0.889,0.964,0,0.926,0.879,0.977,0,SPO0130,cytochrome c family protein,SPO_RS00665,0,-0.002,-0.003188278,0.016,0.0252557,0.02,0.031501143
SPO0131,1.077,1.034,1.122,0,1.066,1.02,1.118,0,1.042,1.003,1.084,0,1.059,0.987,1.134,0,idi,isopentyl-diphosphate delta-isomerase,SPO_RS00670,0,-0.011,-0.014810812,-0.035,-0.047662972,-0.018,-0.024315661
SPO0132,0.933,0.917,0.95,0,0.96,0.946,0.973,0,0.956,0.945,0.968,0,0.957,0.929,0.994,0,SPO0132,sensor histidine kinase/response regulator,SPO_RS00675,0,0.027,0.041157325,0.023,0.035133537,0.024,0.036641844
SPO0133,1.019,0.995,1.053,0,1.003,0.987,1.017,0,0.992,0.981,1.002,0,0.976,0.963,0.989,0,SPO0133,PAN domain protein,SPO_RS00680,0,-0.016,-0.022832446,-0.027,-0.038742026,-0.043,-0.062200999
SPO0134,1.046,0.929,1.179,0,1.066,0.976,1.175,0,1.052,0.973,1.151,0,1.112,1.001,1.239,0,SPO0134,hypothetical protein,SPO_RS00685,0,0.02,0.027324587,0.006,0.008251853,0.066,0.088273936
SPO0135,1.014,0.971,1.057,0,0.967,0.927,1.01,0,0.965,0.936,0.993,0,0.996,0.96,1.028,0,pbpC,penicillin-binding protein 1C,SPO_RS00690,0,-0.047,-0.068469858,-0.049,-0.071456805,-0.018,-0.025840005
SPO0136,1.012,0.985,1.043,0,1.008,0.974,1.042,0,0.984,0.96,1.009,0,0.982,0.954,1.012,0,SPO0136,hypothetical protein,SPO_RS00695,0,-0.004,-0.005713651,-0.028,-0.040479069,-0.03,-0.04341436
SPO0137,1.019,0.999,1.041,0,1,0.968,1.035,0,0.993,0.98,1.007,0,1.009,0.983,1.035,0,SPO0137,hypothetical protein,SPO_RS00700,0,-0.019,-0.027154052,-0.026,-0.037288429,-0.01,-0.014227877
SPO0138,0.946,0.924,0.967,0,0.979,0.937,1.024,0,0.957,0.935,0.98,0,0.986,0.937,1.036,0,SPO0138,hypothetical protein,SPO_RS00705,0,0.033,0.049468676,0.011,0.016678741,0.04,0.059747463
SPO0139,0.982,0.962,1.003,0,0.966,0.933,1.001,0,0.99,0.958,1.02,0,0.985,0.964,1.005,0,SPO0139,"ATPase, MoxR family",SPO_RS00710,0,-0.016,-0.023699835,0.008,0.011705501,0.003,0.0044007
SPO0140,0.947,0.896,0.997,0,0.967,0.905,1.025,0,0.954,0.92,0.99,0,0.968,0.93,1.007,0,SPO0140,hypothetical protein,SPO_RS00715,0,0.02,0.030151464,0.007,0.010624841,0.021,0.031642622
SPO0141,0.947,0.895,1.004,0,0.963,0.899,1.038,0,0.906,0.861,0.954,0,0.981,0.909,1.064,0,SPO0141,"DNA binding protein, putative",SPO_RS00720,0,0.016,0.024171372,-0.041,-0.063853375,0.034,0.050888711
SPO0142,1.006,0.971,1.039,0,0.997,0.964,1.027,0,1.01,0.984,1.039,0,1.006,0.972,1.041,0,bktB,beta-ketothiolase,SPO_RS00730,0,-0.009,-0.012964895,0.004,0.005724988,0,0
SPO0143,0.953,0.929,0.974,0,0.937,0.904,0.96,0,0.94,0.905,0.98,0,0.967,0.932,0.993,0,SPO0143,iron-sulfur cluster-binding protein,SPO_RS00735,0,-0.016,-0.024427166,-0.013,-0.019815457,0.014,0.021039676
SPO0146,1.061,1.034,1.085,0,1.03,1.003,1.056,0,1.031,1.001,1.062,0,1.01,0.975,1.045,0,mutM,formamidopyrimidine-DNA glycosylase,SPO_RS00750,0,-0.031,-0.042780319,-0.03,-0.041380324,-0.051,-0.071069363
SPO0147,0.486,0.157,0.737,0,0.616,0.216,0.918,0,0.466,0.156,0.773,0,0.78,0.664,0.902,0,SPO0147,enoyl-CoA hydratase,SPO_RS00755,0,0.13,0.341974037,-0.02,-0.060626359,0.294,0.68251781
SPO0151,0.942,0.919,0.968,0,0.958,0.939,0.98,0,0.969,0.95,0.991,0,0.95,0.925,0.974,0,recF,DNA replication and repair protein RecF,SPO_RS00775,0,0.016,0.024298596,0.027,0.040769606,0.008,0.012200454
SPO0152,0.986,0.967,1.01,0,0.985,0.972,0.998,0,0.989,0.981,0.996,0,0.958,0.928,1,0,SPO0152,"transporter, LysE family",SPO_RS00780,0,-0.001,-0.001463922,0.003,0.004382874,-0.028,-0.041561991
SPO0153,0.807,0.74,0.866,0,0.873,0.822,0.923,0,0.869,0.806,0.933,0,0.841,0.788,0.894,0,SPO0153,"transcriptional regulator, TetR family",SPO_RS00785,0,0.066,0.11341298,0.062,0.106787504,0.034,0.059537127
SPO0154,0.979,0.942,1.015,0,1.01,0.986,1.037,0,1.027,0.989,1.06,0,1,0.972,1.029,0,SPO0154,"NAD(P)H dehydrogenase, quinone family",SPO_RS00790,0,0.031,0.044974528,0.048,0.069055417,0.021,0.030619235
SPO0156,0.992,0.965,1.015,0,1.014,0.985,1.039,0,1.013,0.989,1.035,0,1.009,0.985,1.027,0,rtcR,transcriptional regulator RtcR,SPO_RS00800,0,0.022,0.031645627,0.021,0.030222148,0.017,0.024514149
SPO0157,1.01,0.981,1.04,0,1.008,0.986,1.027,0,1.004,0.988,1.019,0,0.992,0.964,1.019,0,SPO0157,TROVE domain protein,SPO_RS00805,0,-0.002,-0.002859654,-0.006,-0.008596024,-0.018,-0.025943267
SPO0160,1.063,1.036,1.09,0,1.03,1.014,1.047,0,1.031,1.017,1.045,0,1.032,1.009,1.053,0,SPO0160,hypothetical protein,SPO_RS00820,0,-0.033,-0.045497259,-0.032,-0.044097264,-0.031,-0.042698626
SPO0161,0.978,0.954,1.001,0,0.989,0.974,1.003,0,0.981,0.971,0.99,0,1.004,0.956,1.036,0,SPO0161,"DNA-binding response regulator, LuxR family",SPO_RS00825,0,0.011,0.016136056,0.003,0.004418671,0.026,0.037852899
SPO0162,0.983,0.931,1.048,0,0.954,0.884,1.014,0,0.976,0.937,1.022,0,0.958,0.916,1.001,0,SPO0162,hypothetical protein,SPO_RS00830,0,-0.029,-0.04320215,-0.007,-0.010310269,-0.025,-0.037165761
SPO0163,0.939,0.918,0.963,0,0.994,0.961,1.039,0,0.97,0.951,0.988,0,0.96,0.92,1.001,0,SPO0163,sensory box histidine kinase/response regulator,SPO_RS00835,0,0.055,0.082120694,0.031,0.046859589,0.021,0.031909248
SPO0164,0.952,0.92,0.979,0,0.952,0.896,0.995,0,0.979,0.956,0.998,0,0.951,0.913,0.99,0,SPO0164,"oxidoreductase, FMN-binding/pyridine nucleotide-disulfide oxidoreductase",SPO_RS00840,0,0,0,0.027,0.040347286,-0.001,-0.001516232
SPO0165,0.978,0.919,1.036,0,1.002,0.951,1.055,0,0.953,0.904,1.004,0,0.967,0.917,1.024,0,SPO0165,"pyrroline-5-carboxylate reductase, putative",SPO_RS00845,0,0.024,0.034976138,-0.025,-0.037358251,-0.011,-0.016318575
SPO0166,0.983,0.941,1.025,0,0.962,0.928,1,0,0.971,0.935,1.01,0,0.956,0.925,0.985,0,SPO0166,"N-methylproline demethylase, putative",SPO_RS00850,0,-0.021,-0.031154523,-0.012,-0.017720121,-0.027,-0.040180798
SPO0167,0.996,0.946,1.054,0,0.998,0.942,1.048,0,0.997,0.972,1.028,0,0.979,0.935,1.031,0,SPO0167,trimethylamine methyltransferase family protein,SPO_RS00855,0,0.002,0.002894073,0.001,0.001447762,-0.017,-0.024836882
SPO0168,0.968,0.928,1.017,0,1.023,0.984,1.065,0,1.035,1,1.078,0,1.005,0.972,1.044,0,SPO0168,"transcriptional regulator, TetR family",SPO_RS00860,0,0.055,0.079727192,0.067,0.096551815,0.037,0.054116549
SPO0169,1.024,0.978,1.076,0,0.921,0.876,0.979,0,0.934,0.909,0.964,0,0.979,0.945,1.019,0,SPO0169,"transglycosylase, Slt family",SPO_RS00865,0,-0.103,-0.152942654,-0.09,-0.13272126,-0.045,-0.06483495
SPO0170,1.031,0.997,1.071,0,1.01,0.978,1.045,0,0.969,0.936,1.007,0,0.99,0.96,1.022,0,flhA,flagellar biosynthesis protein FlhA,SPO_RS00870,0,-0.021,-0.02968904,-0.062,-0.089475762,-0.041,-0.058543902
SPO0171,0.977,0.904,1.057,0,1.049,0.985,1.114,0,0.966,0.914,1.02,0,0.996,0.945,1.041,0,fliR,flagellar biosynthetic protein FliR,SPO_RS00875,0,0.072,0.102584211,-0.011,-0.016335373,0.019,0.02778718
SPO0172,0.991,0.952,1.029,0,0.971,0.917,1.02,0,0.949,0.892,1.001,0,1.028,0.982,1.072,0,flhB,flagellar biosynthetic protein FlhB,SPO_RS00880,0,-0.02,-0.029413762,-0.042,-0.06247697,0.037,0.052883302
SPO0173,0.985,0.858,1.111,0,0.953,0.885,1.025,0,0.953,0.835,1.061,0,0.916,0.754,1.072,0,SPO0173,hypothetical protein,SPO_RS00885,0,-0.032,-0.04764751,-0.032,-0.04764751,-0.069,-0.104776126
SPO0174,0.883,0.79,0.973,0,0.94,0.855,1.046,0,0.929,0.858,1.012,0,1.045,0.986,1.109,0,SPO0174,hypothetical protein,SPO_RS00890,0,0.057,0.090247319,0.046,0.073265159,0.162,0.243017599
SPO0175,0.976,0.919,1.03,0,0.963,0.9,1.025,0,0.924,0.879,0.968,0,0.959,0.903,1.012,0,flgH,flagellar L-ring protein FlgH,SPO_RS00895,0,-0.013,-0.01934535,-0.052,-0.078988296,-0.017,-0.025350333
SPO0176,0.931,0.83,1.032,0,0.987,0.899,1.066,0,0.958,0.89,1.03,0,0.977,0.905,1.048,0,flgA,flagellar basal-body P-ring formation protein FlgA,SPO_RS00900,0,0.056,0.084268917,0.027,0.041244488,0.046,0.069577394
SPO0177,0.99,0.956,1.024,0,0.998,0.959,1.037,0,0.974,0.948,1,0,0.976,0.927,1.021,0,flgG,flagellar basal-body rod protein FlgG,SPO_RS00905,0,0.008,0.01161129,-0.016,-0.023506753,-0.014,-0.020547377
SPO0178,0.977,0.917,1.038,0,0.925,0.879,0.973,0,0.952,0.88,1.021,0,0.962,0.92,1.005,0,flgF,flagellar basal-body rod protein FlgF,SPO_RS00910,0,-0.052,-0.078905197,-0.025,-0.037396989,-0.015,-0.022321668
SPO0179,0.878,0.797,0.957,0,0.905,0.816,0.987,0,0.906,0.831,0.978,0,0.853,0.738,0.952,0,fliQ,flagellar biosynthetic protein FliQ,SPO_RS00915,0,0.027,0.043696852,0.028,0.045290111,-0.025,-0.041675198
SPO0180,0.965,0.889,1.036,0,0.813,0.726,0.89,0,0.848,0.669,0.961,0,0.986,0.929,1.053,0,SPO0180,"flagellar hook-basal body complex protein FliE, putative",SPO_RS00920,0,-0.152,-0.24727359,-0.117,-0.186464678,0.021,0.031058704
SPO0181,0.94,0.867,1.014,0,0.978,0.892,1.066,0,0.909,0.845,0.977,0,1.013,0.929,1.116,0,flgC,flagellar basal-body rod protein FlgC,SPO_RS00925,0,0.038,0.057173708,-0.031,-0.048380462,0.073,0.107901512
SPO0182,0.951,0.919,0.992,0,0.922,0.86,0.986,0,0.944,0.924,0.963,0,0.879,0.795,0.947,0,flgB,flagellar basal-body rod protein FlgB,SPO_RS00930,0,-0.029,-0.04467859,-0.007,-0.010658481,-0.072,-0.113582176
SPO0183,0.974,0.891,1.045,0,0.945,0.895,0.99,0,0.987,0.943,1.031,0,0.975,0.931,1.014,0,fliI,"H+-transporting two-sector ATPase, flagellum-specific",SPO_RS00935,0,-0.029,-0.043607443,0.013,0.019128312,0.001,0.001480447
SPO0184,1.035,1.014,1.058,0,1.031,1.015,1.048,0,1.043,1.03,1.055,0,1.016,1,1.03,0,tctA,TctA channel protein,SPO_RS00940,0,-0.004,-0.005586435,0.008,0.01110839,-0.019,-0.026730366
SPO0185,0.996,0.983,1.008,0,1.004,0.972,1.038,0,1.03,1.024,1.036,0,0.977,0.936,1.015,0,tctB,"TctB smaller channel protein, 4 transmembrane domains; tripartite tricarboxylate TTT transporter",,0,0.008,0.011541622,0.034,0.04842669,-0.019,-0.02778718
SPO0186,1.055,1.04,1.069,0,1.05,1.024,1.073,0,1.04,1.029,1.05,0,1.042,1.016,1.066,0,tctC,TctC solute-binding protein; tripartite tricarboxylate TTT transporter,SPO_RS00950,0,-0.005,-0.006853671,-0.015,-0.020659471,-0.013,-0.017887721
SPO0187,0.941,0.856,1.013,0,0.894,0.774,1.001,0,0.97,0.898,1.056,0,0.942,0.843,1.041,0,tctD,TctD DNA-binding response regulator; tripartite tricarboxylate TTT transporter,SPO_RS00955,0,-0.047,-0.073919892,0.029,0.043790024,0.001,0.001532337
SPO0188,0.976,0.948,1.003,0,0.985,0.959,1.01,0,0.98,0.962,0.996,0,0.962,0.941,0.987,0,SPO0188,two-component sensor protein,SPO_RS00960,0,0.009,0.013242577,0.004,0.005900601,-0.014,-0.020844254
SPO0189,0.968,0.927,1.01,0,0.995,0.973,1.02,0,0.96,0.916,1.001,0,0.968,0.914,1.011,0,SPO0189,putative iron(III) substrate binding protein,SPO_RS00965,0,0.027,0.039689478,-0.008,-0.011972642,0,0
SPO0190,0.974,0.962,0.986,0,1.008,0.983,1.043,0,0.993,0.982,1.005,0,0.973,0.94,0.999,0,SPO0190,"oxidoreductase, GMC family",SPO_RS00970,0,0.034,0.049501961,0.019,0.027871945,-0.001,-0.001481967
SPO0191,0.973,0.932,1.014,0,0.934,0.886,0.982,0,0.981,0.941,1.022,0,0.947,0.881,1.01,0,motB,chemotaxis protein MotB,SPO_RS00975,0,-0.039,-0.059017255,0.008,0.011813331,-0.026,-0.039075379
SPO0192,0.976,0.933,1.022,0,1.022,0.993,1.049,0,1.005,0.983,1.025,0,1.004,0.973,1.032,0,SPO0192,"flagellar hook protein FlgE, putative",SPO_RS00980,0,0.046,0.066442143,0.029,0.042242449,0.028,0.040806216
SPO0193,0.956,0.912,1.001,0,0.962,0.932,0.987,0,0.931,0.903,0.957,0,0.977,0.92,1.031,0,SPO0193,"flagellar hook-associated protein FlgK, putative",SPO_RS00985,0,0.006,0.009026276,-0.025,-0.03822945,0.021,0.031347944
SPO0194,1.006,0.96,1.053,0,0.998,0.949,1.04,0,0.978,0.951,1.009,0,0.984,0.932,1.027,0,SPO0194,flagellar hook-associated protein FlgL family protein,SPO_RS00990,0,-0.008,-0.011518584,-0.028,-0.040723935,-0.022,-0.031900084
SPO0195,1.021,0.98,1.06,0,0.984,0.949,1.018,0,0.995,0.961,1.027,0,0.967,0.922,1.007,0,flgI,flagellar P-ring protein FlgI,SPO_RS00995,0,-0.037,-0.053252646,-0.026,-0.037214435,-0.054,-0.078395071
SPO0196,1.037,0.988,1.091,0,0.978,0.945,1.018,0,1.007,0.973,1.046,0,0.984,0.917,1.045,0,fliP,flagellar biosynthetic protein FliP,SPO_RS01000,0,-0.059,-0.084509524,-0.03,-0.042352211,-0.053,-0.075685673
SPO0197,0.989,0.96,1.021,0,0.98,0.951,1.008,0,1.012,0.981,1.044,0,0.955,0.909,1.005,0,fliN,flagellar motor switch protein FliN,SPO_RS01005,0,-0.009,-0.013188772,0.023,0.033166864,-0.034,-0.050469788
SPO0198,0.998,0.946,1.046,0,0.962,0.912,1.011,0,1.002,0.958,1.05,0,0.987,0.908,1.049,0,SPO0198,"ABC transporter, ATP-binding protein, flagellar, putative",SPO_RS01010,0,-0.036,-0.053002922,0.004,0.005770788,-0.011,-0.015989731
SPO0199,1.023,0.992,1.055,0,0.988,0.968,1.01,0,0.99,0.973,1.009,0,0.998,0.967,1.029,0,fliF,flagellar M-ring protein FliF,SPO_RS01015,0,-0.035,-0.050223198,-0.033,-0.047305715,-0.025,-0.035694424
SPO0200,0.997,0.973,1.021,0,0.982,0.952,1.023,0,0.947,0.912,0.976,0,0.958,0.873,1.035,0,fliL,flagellar basal body-associated protein FliL,SPO_RS01020,0,-0.015,-0.02187048,-0.05,-0.074229079,-0.039,-0.057567849
SPO0201,1.017,0.93,1.114,0,0.97,0.859,1.077,0,0.965,0.896,1.046,0,0.906,0.811,1.008,0,SPO0201,hypothetical protein,SPO_RS01025,0,-0.047,-0.068263027,-0.052,-0.075718832,-0.111,-0.166736724
SPO0202,1.026,0.983,1.075,0,1,0.934,1.076,0,1.002,0.973,1.035,0,1.008,0.969,1.051,0,SPO0202,hypothetical protein,SPO_RS01030,0,-0.026,-0.037030731,-0.024,-0.034148222,-0.018,-0.025535092
SPO0203,0.97,0.919,1.013,0,0.982,0.951,1.017,0,0.993,0.976,1.015,0,1.001,0.935,1.055,0,motA,chemotaxis protein MotA,SPO_RS01035,0,0.012,0.017738277,0.023,0.03380897,0.031,0.045385322
SPO0204,0.996,0.953,1.048,0,0.95,0.918,0.994,0,0.96,0.929,1,0,0.984,0.953,1.026,0,SPO0204,hypothetical protein,SPO_RS01040,0,-0.046,-0.068218229,-0.036,-0.053111336,-0.012,-0.017487427
SPO0205,0.981,0.915,1.077,0,1.02,0.989,1.051,0,0.989,0.969,1.01,0,1.016,0.976,1.061,0,SPO0205,MmgE/PrpD family protein,SPO_RS01045,0,0.039,0.056244111,0.008,0.011717385,0.035,0.050575361
SPO0206,0.934,0.886,0.985,0,0.958,0.908,1.009,0,0.975,0.931,1.022,0,0.939,0.894,0.987,0,SPO0206,"transcriptional regulator, LysR family",SPO_RS01050,0,0.024,0.036603106,0.041,0.061979669,0.005,0.007702608
SPO0207,1.01,0.969,1.059,0,0.987,0.953,1.029,0,1,0.969,1.036,0,0.99,0.962,1.029,0,SPO0207,aminomethyl transferase family protein,SPO_RS01055,0,-0.023,-0.033233303,-0.01,-0.014355293,-0.02,-0.028854863
SPO0209,0.989,0.951,1.022,0,0.953,0.899,1.014,0,0.985,0.952,1.022,0,0.997,0.967,1.026,0,SPO0209,Na/Pi-cotransporter family protein,SPO_RS01065,0,-0.036,-0.053494307,-0.004,-0.005846796,0.008,0.011622984
SPO0210,0.045,0,0.134,0,0.143,0,0.293,0,0.056,0,0.114,0,0.257,0.2,0.337,0,leuB,3-isopropylmalate dehydrogenase,SPO_RS01070,0,0.098,1.66801824,0.011,0.315501826,0.212,2.513771453
SPO0211,1.019,0.983,1.052,0,0.991,0.965,1.016,0,0.978,0.954,1,0,1.007,0.966,1.046,0,SPO0211,"transcriptional regulator, LysR family",SPO_RS01075,0,-0.028,-0.040197089,-0.041,-0.059247681,-0.012,-0.017090368
SPO0212,0.989,0.952,1.025,0,0.955,0.915,0.988,0,0.995,0.977,1.021,0,1.021,0.985,1.057,0,SPO0212,hypothetical protein,SPO_RS01080,0,-0.034,-0.050469788,0.006,0.008726005,0.032,0.04594044
SPO0213,1.007,0.974,1.056,0,0.968,0.949,0.987,0,0.992,0.963,1.026,0,0.968,0.913,1.032,0,SPO0213,hypothetical protein,SPO_RS01085,0,-0.039,-0.056984731,-0.015,-0.021651658,-0.039,-0.056984731
SPO0214,1.02,0.982,1.056,0,0.977,0.942,1.011,0,0.987,0.96,1.014,0,0.991,0.965,1.017,0,SPO0214,hypothetical protein,SPO_RS01090,0,-0.043,-0.062138685,-0.033,-0.047447162,-0.029,-0.04161219
SPO0215,0.19,0.151,0.22,0,0.418,0.373,0.477,0,0.29,0.164,0.375,0,0.332,0.255,0.41,0,leuD-1,"3-isopropylmalate dehydratase, small subunit",SPO_RS01095,0,0.228,1.137503524,0.1,0.610053482,0.142,0.805183823
SPO0216,0.064,0.021,0.091,0,0.154,0.076,0.266,0,0.149,0.108,0.195,0,0.267,0.156,0.38,0,leuC-1,"3-isopropylmalate dehydratase, large subunit",SPO_RS01100,0,0.09,1.266786541,0.085,1.21916852,0.203,2.060695932
SPO0217,0.884,0.744,1.017,0,0.933,0.786,1.081,0,0.595,0.196,0.884,0,0.753,0.248,1.057,0,SPO0217,hypothetical protein,,0,0.049,0.077830711,-0.289,-0.571156701,-0.131,-0.231396505
SPO0218,0.973,0.943,1.004,0,0.979,0.959,0.999,0,0.981,0.963,0.999,0,0.977,0.939,1.009,0,SPO0218,mechanosensitive ion channel family protein,SPO_RS01110,0,0.006,0.008869055,0.008,0.011813331,0.004,0.005918757
SPO0219,0.991,0.962,1.02,0,1.07,1.048,1.09,0,1.024,1.007,1.044,0,1.056,1.029,1.083,0,SPO0219,iojap-related protein,SPO_RS01115,0,0.079,0.110653834,0.033,0.047258753,0.065,0.091652872
SPO0220,1.066,1.018,1.122,0,1.023,0.989,1.052,0,1.002,0.979,1.024,0,0.989,0.958,1.018,0,rimH,Ribosomal RNA large subunit methyltransferase H (EC 2.1.1.177),SPO_RS01120,0,-0.043,-0.059401293,-0.064,-0.08932493,-0.077,-0.108165012
SPO0221,1.098,1.024,1.191,0,1.079,1.012,1.163,0,1.022,0.956,1.098,0,1.051,0.974,1.14,0,SPO0221,hypothetical protein,SPO_RS01125,0,-0.019,-0.02518319,-0.076,-0.103482858,-0.047,-0.063115385
SPO0222,1.054,1.024,1.081,0,1.026,1.01,1.043,0,1.019,1.001,1.035,0,1.018,0.998,1.041,0,ald,alanine dehydrogenase,SPO_RS01130,0,-0.028,-0.038844136,-0.035,-0.048720815,-0.036,-0.050137306
SPO0223,0.99,0.965,1.02,0,0.982,0.958,1.008,0,0.969,0.94,1.002,0,1.007,0.979,1.036,0,SPO0223,"transcriptional regulator, AsnC family",SPO_RS01135,0,-0.008,-0.011705501,-0.021,-0.03093186,0.017,0.024563253
SPO0224,1.011,0.959,1.058,0,0.969,0.929,1.014,0,0.958,0.932,0.979,0,0.959,0.939,0.981,0,SPO0224,"polyphosphate kinase, putative",SPO_RS01140,0,-0.042,-0.061214426,-0.053,-0.077685436,-0.052,-0.076180277
SPO0225,0.973,0.927,1.018,0,0.99,0.953,1.03,0,0.978,0.947,1.011,0,0.979,0.934,1.025,0,SPO0225,"transcriptional regulator, putative",SPO_RS01145,0,0.017,0.02498872,0.005,0.00739466,0.006,0.008869055
SPO0226,1.008,0.975,1.046,0,0.991,0.954,1.031,0,0.997,0.978,1.016,0,0.942,0.876,0.998,0,SPO0226,cytochrome P450 family protein,SPO_RS01150,0,-0.017,-0.024538676,-0.011,-0.015830229,-0.066,-0.097696674
SPO0227,1.06,1.042,1.078,0,1.02,1.009,1.031,0,1.04,1.023,1.056,0,1.023,1.003,1.043,0,SPO0227,"PaxA, putative",,0,-0.04,-0.055495113,-0.02,-0.027480736,-0.037,-0.05125812
SPO0228,1.009,0.958,1.057,0,1.02,0.971,1.065,0,1.02,0.993,1.05,0,1.025,0.992,1.061,0,SPO0228,hypothetical protein,,0,0.011,0.015642978,0.011,0.015642978,0.016,0.022697735
SPO0230,1.127,1.069,1.189,0,1.015,0.944,1.089,0,1.009,0.963,1.058,0,1.026,0.966,1.095,0,SPO0230,hypothetical protein,SPO_RS01175,0,-0.112,-0.151007788,-0.118,-0.159561341,-0.101,-0.135456785
SPO0231,1.026,0.994,1.055,0,1.03,1.008,1.049,0,1.029,1.01,1.047,0,1.039,1.007,1.069,0,SPO0231,"alcohol dehydrogenase, zinc-containing",SPO_RS01180,0,0.004,0.005613606,0.003,0.004212251,0.013,0.018164923
SPO0232,1.002,0.989,1.014,0,1.012,0.998,1.024,0,0.991,0.979,1.002,0,0.991,0.977,1.007,0,SPO0232,"quinone oxidoreductase, putative",SPO_RS01185,0,0.01,0.014326781,-0.011,-0.015925546,-0.011,-0.015925546
SPO0233,0.981,0.861,1.095,0,0.978,0.904,1.039,0,0.972,0.877,1.056,0,0.951,0.81,1.083,0,SPO0233,"transcriptional regulator, AsnC family",SPO_RS01190,0,-0.003,-0.004418671,-0.009,-0.013296823,-0.03,-0.044807795
SPO0234,1.065,1.038,1.09,0,1.053,1.029,1.073,0,1.057,1.035,1.075,0,1.052,1.03,1.069,0,lysdh,Lysine dehydrogenase,SPO_RS01195,0,-0.012,-0.016347994,-0.008,-0.010878054,-0.013,-0.017718726
SPO0235,1.05,1.028,1.079,0,1.041,1.027,1.056,0,1.048,1.037,1.059,0,1.044,1.025,1.065,0,aasadh,alpha-aminoadipic semialdehyde dehydrogenase,SPO_RS01200,0,-0.009,-0.012419259,-0.002,-0.002750611,-0.006,-0.008267616
SPO0236,1.045,1.034,1.056,0,0.998,0.953,1.043,0,1.006,0.991,1.027,0,0.976,0.963,0.989,0,SPO0236,"glycerophosphoryl diester phosphodiesterase, putative",SPO_RS01205,0,-0.047,-0.066391222,-0.039,-0.054872637,-0.069,-0.098549889
SPO0237,1.026,1.005,1.048,0,1.023,1.008,1.04,0,1.037,0.999,1.066,0,1.022,1.001,1.042,0,ugpC,"SN-glycerol-3-phosphate ABC transporter, ATP-binding protein",SPO_RS01210,0,-0.003,-0.004224586,0.011,0.015385163,-0.004,-0.005635535
SPO0238,0.998,0.976,1.018,0,0.965,0.944,0.984,0,0.973,0.955,0.99,0,1,0.977,1.021,0,ugpE,"SN-glycerol-3-phosphate ABC transporter, permease protein",SPO_RS01215,0,-0.033,-0.048510873,-0.025,-0.036600011,0.002,0.002888279
SPO0239,1.009,0.992,1.027,0,1.001,0.982,1.022,0,1.02,1,1.043,0,1.014,0.985,1.045,0,ugpA,"SN-glycerol-3-phosphate ABC transporter, permease protein",SPO_RS01220,0,-0.008,-0.0114842,0.011,0.015642978,0.005,0.007131478
SPO0240,0.992,0.96,1.019,0,0.99,0.963,1.019,0,0.995,0.978,1.011,0,1.03,1.01,1.05,0,ugpB,"SN-glycerol-3-phosphate ABC transporter, periplasmic SN-glycerol-3-phosphate-binding protein",SPO_RS01225,0,-0.002,-0.002911595,0.003,0.004356405,0.038,0.054232312
SPO0241,0.998,0.977,1.02,0,0.991,0.959,1.021,0,0.981,0.927,1.023,0,0.985,0.956,1.015,0,SPO0241,"transcriptional regulator, LysR family",SPO_RS01230,0,-0.007,-0.010154758,-0.017,-0.024786679,-0.013,-0.018916091
SPO0248,1.054,0.995,1.108,0,0.976,0.93,1.021,0,0.989,0.939,1.037,0,0.953,0.879,1.012,0,ispA,farnesyl diphosphate synthase,SPO_RS01265,0,-0.078,-0.110921814,-0.065,-0.091832441,-0.101,-0.145326748
SPO0249,1.18,1.024,1.334,0,1.191,1.084,1.303,0,1.094,1.001,1.196,0,1.226,1.074,1.368,0,xseB,"exodeoxyribonuclease VII, small subunit",SPO_RS01270,0,0.011,0.013386554,-0.086,-0.109174121,0.046,0.055172119
SPO0250,0.99,0.957,1.023,0,1.001,0.969,1.029,0,0.975,0.931,1.009,0,1.014,0.983,1.051,0,SPO0250,histone deacetylase family protein,SPO_RS01275,0,0.011,0.015941544,-0.015,-0.022026306,0.024,0.034557222
SPO0252,0,0,0,0,0,0,0,0,0.359,0,0.731,0,0.329,0,0.771,0,petP,transcriptional regulator PetP,SPO_RS01285,0,0,NA,0.359,Inf,0.329,Inf
