spo,gene,funct,NCBI,meanW_rpomAlone,semW_rpomAlone,meanW_vib,semW_vib,meanW_mari,semW_mari,meanW_CC,semW_CC,Vib_fold_diff,pval_vib,padj_vib,Mari_fold_diff,pval_mari,padj_mari,CC_fold_diff,pval_cc,padj_cc
SPO0165,SPO0165,"pyrroline-5-carboxylate reductase, putative",SPO_RS00845,0.98,0.03,1,0.01,0.96,0.03,0.97,0.04,0.029,0.9976,1,-0.029,0.5402,1,-0.015,0.784,1
SPO0166,SPO0166,"N-methylproline demethylase, putative",SPO_RS00850,0.98,0.03,0.96,0.01,0.97,0.02,0.96,0.02,-0.029,0.6212,1,-0.015,0.65,1,-0.029,0.6606,1
SPO0167,SPO0167,trimethylamine methyltransferase family protein,SPO_RS00855,1,0.04,1,0.04,1,0.02,0.98,0.03,0,0.891,1,0,1.001,1,-0.029,0.7998,1
SPO0168,SPO0168,"transcriptional regulator, TetR family",SPO_RS00860,0.97,0.02,1.02,0.03,1.04,0.03,1,0.02,0.072,0.4608,1,0.1,0.5404,1,0.044,0.521,1
SPO0169,SPO0169,"transglycosylase, Slt family",SPO_RS00865,1.02,0.04,0.92,0.04,0.94,0.02,0.98,0.02,-0.15,0.118,0.839901923,-0.12,0.2146,1,-0.057,0.8254,1
SPO0170,flhA,flagellar biosynthesis protein FlhA,SPO_RS00870,1.03,0.01,1.01,0.03,0.97,0.02,0.99,0.02,-0.028,0.9892,1,-0.086,0.2868,1,-0.057,0.9688,1
SPO0171,fliR,flagellar biosynthetic protein FliR,SPO_RS00875,0.98,0.05,1.05,0.04,0.96,0.04,1,0.04,0.099,0.7282,1,-0.029,0.9106,1,0.029,0.7438,1
SPO0172,flhB,flagellar biosynthetic protein FlhB,SPO_RS00880,0.99,0.03,0.97,0.03,0.95,0.03,1.03,0.02,-0.029,0.7084,1,-0.059,0.2626,1,0.057,0.9986,1
SPO0173,SPO0173,hypothetical protein,SPO_RS00885,0.99,0.11,0.96,0.05,0.95,0.07,0.92,0.07,-0.044,0.9298,1,-0.059,0.8556,1,-0.1,0.784,1
SPO0174,SPO0174,hypothetical protein,SPO_RS00890,0.88,0.06,0.94,0.07,0.93,0.04,1.04,0.05,0.094,0.558,1,0.079,0.628,1,0.24,0.3966,1
SPO0175,flgH,flagellar L-ring protein FlgH,SPO_RS00895,0.98,0.04,0.96,0.05,0.93,0.02,0.96,0.04,-0.029,0.9938,1,-0.075,0.4322,1,-0.029,0.625,1
SPO0176,flgA,flagellar basal-body P-ring formation protein FlgA,SPO_RS00900,0.93,0.07,0.99,0.03,0.96,0.05,0.98,0.04,0.089,0.4546,1,0.045,0.7322,1,0.075,0.6636,1
SPO0177,flgG,flagellar basal-body rod protein FlgG,SPO_RS00905,0.99,0.02,1,0.02,0.98,0.02,0.98,0.03,0.014,0.6944,1,-0.014,0.573,1,-0.014,0.1398,0.83493913
SPO0178,flgF,flagellar basal-body rod protein FlgF,SPO_RS00910,0.98,0.05,0.92,0.03,0.95,0.05,0.96,0.02,-0.09,0.2234,1,-0.044,0.6456,1,-0.029,0.5328,1
SPO0179,fliQ,flagellar biosynthetic protein FliQ,SPO_RS00915,0.88,0.06,0.9,0.07,0.9,0.05,0.85,0.05,0.032,0.9472,1,0.032,0.8006,1,-0.049,0.6842,1
SPO0180,SPO0180,"flagellar hook-basal body complex protein FliE, putative",SPO_RS00920,0.96,0.06,0.81,0.06,0.85,0.07,0.98,0.05,-0.24,0.1054,0.839901923,-0.17,0.3492,1,0.029,0.8276,1
SPO0181,flgC,flagellar basal-body rod protein FlgC,SPO_RS00925,0.94,0.05,0.98,0.06,0.91,0.04,1.01,0.06,0.06,0.5726,1,-0.046,0.6286,1,0.1,0.6398,1
SPO0182,flgB,flagellar basal-body rod protein FlgB,SPO_RS00930,0.95,0.03,0.92,0.04,0.95,0.01,0.88,0.05,-0.046,0.775,1,0,1.0332,1,-0.11,0.4038,1
SPO0183,fliI,"H+-transporting two-sector ATPase, flagellum-specific",SPO_RS00935,0.98,0.03,0.95,0.03,0.99,0.01,0.98,0.03,-0.044,0.6482,1,0.014,0.7902,1,0,0.4174,1
SPO0184,tctA,TctA channel protein,SPO_RS00940,1.04,0.02,1.03,0.01,1.04,0.01,1.02,0.01,-0.014,1.5668,1,0,0.9994,1,-0.028,0.9988,1
SPO0185,tctB,"TctB smaller channel protein, 4 transmembrane domains; tripartite tricarboxylate TTT transporter",,0.99,0.01,1,0.02,1.03,0,0.98,0.02,0.014,1.0012,1,0.057,0.1448,0.91598408,-0.014,0.4616,1
SPO0186,tctC,TctC solute-binding protein; tripartite tricarboxylate TTT transporter,SPO_RS00950,1.06,0.01,1.05,0.01,1.04,0.01,1.04,0.01,-0.014,1.5654,1,-0.027,0,0,-0.027,0,0
SPO0187,tctD,TctD DNA-binding response regulator; tripartite tricarboxylate TTT transporter,SPO_RS00955,0.94,0.03,0.89,0.09,0.97,0.04,0.94,0.06,-0.078,0.7104,1,0.045,0.4402,1,0,0.7498,1
SPO0188,SPO0188,two-component sensor protein,SPO_RS00960,0.98,0.02,0.98,0.02,0.98,0.01,0.96,0.01,0,0.648,1,0,0.6568,1,-0.029,0.5766,1
SPO0189,SPO0189,putative iron(III) substrate binding protein,SPO_RS00965,0.96,0.02,0.99,0.02,0.96,0.03,0.96,0.03,0.044,0.46,1,0,0.741,1,0,1.0002,1
SPO0190,SPO0190,"oxidoreductase, GMC family",SPO_RS00970,0.97,0,1.01,0.02,0.99,0,0.97,0.02,0.058,0.5202,1,0.029,0.0876,0.788454808,0,1.1178,1
SPO0191,motB,chemotaxis protein MotB,SPO_RS00975,0.98,0.03,0.93,0.04,0.98,0.01,0.95,0.04,-0.075,0.6648,1,0,0.4608,1,-0.044,0.8976,1
SPO0192,SPO0192,"flagellar hook protein FlgE, putative",SPO_RS00980,0.98,0.03,1.02,0.02,1,0.01,1,0.01,0.057,0.831,1,0.029,0.8198,1,0.029,0.8622,1
SPO0193,SPO0193,"flagellar hook-associated protein FlgK, putative",SPO_RS00985,0.96,0.03,0.96,0.02,0.93,0.02,0.98,0.03,0,0.8112,1,-0.045,0.5076,1,0.029,0.6256,1
SPO0194,SPO0194,flagellar hook-associated protein FlgL family protein,SPO_RS00990,1,0.02,1,0.03,0.98,0.01,0.98,0.02,0,0.9972,1,-0.029,0.5264,1,-0.029,0.7106,1
SPO0195,flgI,flagellar P-ring protein FlgI,SPO_RS00995,1.02,0.02,0.99,0.02,1,0.03,0.97,0.02,-0.043,0.5772,1,-0.028,0.5712,1,-0.072,0.2798,1
SPO0196,fliP,flagellar biosynthetic protein FliP,SPO_RS01000,1.04,0.02,0.98,0.02,1,0.03,0.98,0.02,-0.085,0.4644,1,-0.056,1.0116,1,-0.085,0.6636,1
SPO0197,fliN,flagellar motor switch protein FliN,SPO_RS01005,0.99,0.01,0.98,0.01,1.02,0.02,0.96,0.02,-0.014,1.1612,1,0.043,0.7302,1,-0.044,0.2264,1
SPO0198,SPO0198,"ABC transporter, ATP-binding protein, flagellar, putative",SPO_RS01010,1,0.02,0.96,0.02,1,0.03,0.98,0.04,-0.058,0.3734,1,0,1.175,1,-0.029,0.9944,1
SPO0199,fliF,flagellar M-ring protein FliF,SPO_RS01015,1.02,0.02,0.99,0.01,0.99,0.01,1,0.02,-0.043,0.597,1,-0.043,0.42,1,-0.028,0.4876,1
SPO0200,fliL,flagellar basal body-associated protein FliL,SPO_RS01020,1,0.02,0.98,0.02,0.94,0.01,0.96,0.05,-0.029,0.65,1,-0.088,0.028,0.367871698,-0.058,0.7258,1
SPO0201,SPO0201,hypothetical protein,SPO_RS01025,1.02,0.03,0.97,0.08,0.97,0.05,0.91,0.07,-0.072,0.77,1,-0.072,0.639,1,-0.16,0.2496,1
SPO0202,SPO0202,hypothetical protein,SPO_RS01030,1.03,0.02,1,0.05,1,0.02,1.01,0.03,-0.042,0.9928,1,-0.042,1.0048,1,-0.028,1.013,1
SPO0203,motA,chemotaxis protein MotA,SPO_RS01035,0.97,0.01,0.98,0.01,0.99,0.01,1,0.02,0.015,0.5796,1,0.029,0.5054,1,0.044,0.6788,1
SPO0204,SPO0204,hypothetical protein,SPO_RS01040,1,0.03,0.95,0.02,0.96,0.02,0.98,0.02,-0.073,0.3618,1,-0.058,0.3894,1,-0.029,0.553,1
SPO0205,SPO0205,MmgE/PrpD family protein,SPO_RS01045,0.98,0.04,1.02,0.01,0.99,0.01,1.02,0.02,0.057,0.7068,1,0.014,0.8828,1,0.057,0.5932,1
SPO0206,SPO0206,"transcriptional regulator, LysR family",SPO_RS01050,0.94,0.02,0.96,0.01,0.98,0.02,0.94,0.04,0.03,0.512,1,0.06,0.3764,1,0,0.7928,1
SPO0207,SPO0207,aminomethyl transferase family protein,SPO_RS01055,1.01,0.04,0.99,0.02,1,0.02,0.99,0.02,-0.029,0.7994,1,-0.014,1.0104,1,-0.029,0.8848,1
SPO0209,SPO0209,Na/Pi-cotransporter family protein,SPO_RS01065,0.99,0.03,0.95,0.02,0.98,0.03,1,0.02,-0.059,0.2696,1,-0.014,0.8372,1,0.014,0.9924,1
SPO0210,leuB,3-isopropylmalate dehydrogenase,SPO_RS01070,0.04,0.04,0.15,0.09,0.05,0.03,0.26,0.05,1.7,0.4242,1,0.26,0.7142,1,2.4,0,0
SPO0211,SPO0211,"transcriptional regulator, LysR family",SPO_RS01075,1.02,0.01,0.99,0.02,0.98,0.01,1.01,0.02,-0.043,0,0,-0.057,0.1466,0.91598408,-0.014,1.0096,1
SPO0212,SPO0212,hypothetical protein,SPO_RS01080,0.99,0.02,0.95,0.02,1,0.02,1.02,0.02,-0.059,0.369,1,0.014,0.661,1,0.043,1.015,1
SPO0213,SPO0213,hypothetical protein,SPO_RS01085,1.01,0.02,0.97,0.01,0.99,0.02,0.97,0.04,-0.058,0.458,1,-0.029,0.87,1,-0.058,0.8168,1
SPO0214,SPO0214,hypothetical protein,SPO_RS01090,1.02,0.02,0.98,0,0.98,0.01,0.99,0.02,-0.057,0.8952,1,-0.057,0.7734,1,-0.043,0.5556,1
SPO0215,leuD-1,"3-isopropylmalate dehydratase, small subunit",SPO_RS01095,0.19,0.02,0.42,0.03,0.29,0.07,0.33,0.04,1.1,0,0,0.58,0.1938,1,0.77,0,0
SPO0216,leuC-1,"3-isopropylmalate dehydratase, large subunit",SPO_RS01100,0.06,0.02,0.15,0.06,0.15,0.03,0.27,0.06,1.2,0.2598,1,1.2,0.0644,0.637456684,2,0.0346,0.348168392
SPO0217,SPO0217,hypothetical protein,,0.88,0.05,0.93,0.09,0.6,0.21,0.75,0.26,0.079,0.5842,1,-0.54,0.2488,1,-0.23,0.8592,1
SPO0218,SPO0218,mechanosensitive ion channel family protein,SPO_RS01110,0.97,0.01,0.98,0.01,0.98,0.01,0.98,0.02,0.015,0.7094,1,0.015,0.639,1,0.015,1.0044,1
SPO0219,SPO0219,iojap-related protein,SPO_RS01115,0.99,0.02,1.07,0.01,1.02,0.01,1.06,0.02,0.11,0,0,0.043,0.428,1,0.098,0,0
SPO0220,rimH,Ribosomal RNA large subunit methyltransferase H (EC 2.1.1.177),SPO_RS01120,1.06,0.03,1.02,0.02,1,0,0.99,0.01,-0.055,1.0078,1,-0.083,0.984,1,-0.098,0.4286,1
SPO0221,SPO0221,hypothetical protein,SPO_RS01125,1.1,0.04,1.08,0.06,1.02,0.04,1.05,0.02,-0.026,0.9986,1,-0.11,0.112,0.863558513,-0.066,0.9984,1
SPO0222,ald,alanine dehydrogenase,SPO_RS01130,1.05,0.02,1.03,0.01,1.02,0.01,1.02,0.02,-0.027,0.0304,0.340563253,-0.041,0,0,-0.041,0.0286,0.327571186
SPO0223,SPO0223,"transcriptional regulator, AsnC family",SPO_RS01135,0.99,0.01,0.98,0.01,0.97,0.02,1.01,0.01,-0.014,0.37,1,-0.029,0.4266,1,0.029,0.2536,1
SPO0224,SPO0224,"polyphosphate kinase, putative",SPO_RS01140,1.01,0.03,0.97,0.03,0.96,0.02,0.96,0.01,-0.058,0.4604,1,-0.073,0.5156,1,-0.073,0.3722,1
SPO0225,SPO0225,"transcriptional regulator, putative",SPO_RS01145,0.97,0.03,0.99,0.03,0.98,0.02,0.98,0.04,0.029,0.424,1,0.015,0.669,1,0.015,0.7738,1
SPO0226,SPO0226,cytochrome P450 family protein,SPO_RS01150,1.01,0.01,0.99,0.02,1,0.01,0.94,0.03,-0.029,0.2594,1,-0.014,0.2564,1,-0.1,0,0
SPO0227,SPO0227,"PaxA, putative",,1.06,0.01,1.02,0,1.04,0.01,1.02,0.01,-0.055,0,0,-0.027,0,0,-0.055,0,0
SPO0228,SPO0228,hypothetical protein,,1.01,0.04,1.02,0.03,1.02,0.01,1.02,0.03,0.014,0.9834,1,0.014,1.0034,1,0.014,1.013,1
SPO0230,SPO0230,hypothetical protein,SPO_RS01175,1.12,0.04,1.02,0.01,1.01,0.04,1.03,0.02,-0.13,0.2152,1,-0.15,0.1444,0.91598408,-0.12,0.0288,0.327571186
SPO0231,SPO0231,"alcohol dehydrogenase, zinc-containing",SPO_RS01180,1.02,0.02,1.03,0.01,1.03,0.01,1.04,0.02,0.014,0.9774,1,0.014,1.0134,1,0.028,0.9804,1
SPO0232,SPO0232,"quinone oxidoreductase, putative",SPO_RS01185,1,0.01,1.01,0.01,0.99,0,0.99,0.01,0.014,1.0026,1,-0.014,0.1238,0.879669098,-0.014,0.0328,0.330957377
SPO0233,SPO0233,"transcriptional regulator, AsnC family",SPO_RS01190,0.98,0.09,0.98,0.03,0.97,0.05,0.95,0.08,0,0.9712,1,-0.015,0.894,1,-0.044,0.7172,1
SPO0234,lysdh,Lysine dehydrogenase,SPO_RS01195,1.06,0.01,1.05,0.01,1.06,0.01,1.05,0.01,-0.014,1.5816,1,0,1.5782,1,-0.014,1.5734,1
SPO0235,aasadh,alpha-aminoadipic semialdehyde dehydrogenase,SPO_RS01200,1.05,0.01,1.04,0.01,1.05,0.01,1.04,0.01,-0.014,1.0116,1,0,0.9818,1,-0.014,1.5268,1
SPO0236,SPO0236,"glycerophosphoryl diester phosphodiesterase, putative",SPO_RS01205,1.05,0.01,1,0.02,1,0.01,0.98,0.01,-0.07,1.0036,1,-0.07,1.3428,1,-0.099,0.4136,1
SPO0237,ugpC,"SN-glycerol-3-phosphate ABC transporter, ATP-binding protein",SPO_RS01210,1.02,0.02,1.02,0.01,1.04,0.02,1.02,0.01,0,1.0056,1,0.028,1.005,1,0,0.9876,1
SPO0238,ugpE,"SN-glycerol-3-phosphate ABC transporter, permease protein",SPO_RS01215,1,0.01,0.96,0.01,0.97,0.01,1,0.01,-0.058,0.0634,0.600674359,-0.044,0.1646,0.985265831,0,1.3554,1
SPO0239,ugpA,"SN-glycerol-3-phosphate ABC transporter, permease protein",SPO_RS01220,1.01,0.01,1,0.02,1.02,0.01,1.02,0.01,-0.014,0.1384,0.874424961,0.014,2,1,0.014,0.995,1
SPO0240,ugpB,"SN-glycerol-3-phosphate ABC transporter, periplasmic SN-glycerol-3-phosphate-binding protein",SPO_RS01225,1,0.02,0.99,0.01,1,0.01,1.03,0.01,-0.014,0.7078,1,0,0.714,1,0.042,0.5672,1
SPO0241,SPO0241,"transcriptional regulator, LysR family",SPO_RS01230,1,0,0.99,0.01,0.98,0.03,0.98,0.02,-0.014,0,0,-0.029,0.0246,0.367871698,-0.029,0.112,0.764607042
SPO0248,ispA,farnesyl diphosphate synthase,SPO_RS01265,1.06,0.02,0.98,0.03,0.99,0.01,0.95,0.03,-0.11,0.9964,1,-0.098,0.6564,1,-0.16,0.3346,1
SPO0249,xseB,"exodeoxyribonuclease VII, small subunit",SPO_RS01270,1.18,0.13,1.19,0.06,1.09,0.05,1.23,0.03,0.012,1.0198,1,-0.11,0.5196,1,0.059,1.015,1
SPO0250,SPO0250,histone deacetylase family protein,SPO_RS01275,0.99,0.02,1,0.02,0.98,0.02,1.01,0.03,0.014,0.991,1,-0.014,0.5388,1,0.029,0.7416,1
SPO0252,petP,transcriptional regulator PetP,SPO_RS01285,0,0,0,0,0.36,0.22,0.35,0.24,0,2,1,5.2,0.4212,1,5.2,0.432,1
SPO0253,ilvE,branched-chain amino acid aminotransferase,SPO_RS01290,1.14,0.01,1.05,0.01,1.05,0.01,1.02,0,-0.12,0,0,-0.12,0,0,-0.16,0.0284,0.327571186
SPO0254,ohr,organic hydroperoxide resistance protein,SPO_RS01295,1.06,0.01,1.04,0.01,1.05,0.01,1.04,0,-0.027,0,0,-0.014,0,0,-0.027,0,0
SPO0255,SPO0255,"transcriptional regulator, MarR family",SPO_RS01300,0.97,0.04,0.99,0.01,0.98,0.02,0.94,0.04,0.029,0.8322,1,0.015,0.9994,1,-0.045,0.5836,1
SPO0256,SPO0256,"copper-binding protein, plastocyanin/azurin family",SPO_RS01305,0.96,0.03,1.01,0.02,1.06,0.03,1.01,0.05,0.073,0.4354,1,0.14,0,0,0.073,0.4974,1
SPO0257,SPO0257,hypothetical protein,SPO_RS01310,0.97,0.04,0.98,0.03,0.93,0.04,0.96,0.02,0.015,1.096,1,-0.06,0.6588,1,-0.015,1.1026,1
SPO0258,SPO0258,"transcriptional regulator, AraC family",SPO_RS01315,1.01,0.01,1,0.02,1.02,0.01,1,0.01,-0.014,0.4312,1,0.014,1.0118,1,-0.014,1.0012,1
SPO0259,SPO0259,hypothetical protein,SPO_RS01320,0.93,0.06,0.96,0.06,0.9,0.06,0.83,0.04,0.045,0.7018,1,-0.047,0.9974,1,-0.16,0.2562,1
SPO0260,SPO0260,"alkaline phosphatase, putative",SPO_RS01325,1.02,0.02,0.99,0.01,0.98,0.02,1.03,0.01,-0.043,0.7488,1,-0.057,0.7544,1,0.014,1.012,1
SPO0261,SPO0261,hypothetical protein,SPO_RS01330,0.98,0.02,0.98,0.01,0.99,0,0.98,0.01,0,1.1762,1,0.014,0.6358,1,0,1.1412,1
SPO0263,SPO0263,membrane protein,SPO_RS01340,0.95,0.02,0.96,0.04,0.96,0.01,0.96,0.01,0.015,0.7954,1,0.015,0.7234,1,0.015,0.8322,1
SPO0264,SPO0264,CaiB/BaiF family protein,SPO_RS01345,1,0.02,1.02,0.02,1.01,0.01,1,0.02,0.028,1,1,0.014,0.1478,0.91598408,0,0.9304,1
SPO0265,SPO0265,auxin efflux carrier family protein,SPO_RS01350,0.96,0.03,0.99,0.03,0.99,0.02,0.93,0.04,0.044,0.1714,0.95124256,0.044,0.344,1,-0.045,0.6004,1
SPO0266,SPO0266,HD domain protein,SPO_RS01355,0.95,0.03,0.98,0.04,0.98,0.04,0.98,0.02,0.044,0.491,1,0.044,0.431,1,0.044,0.1758,0.922200852
SPO0268,ribH-1,"riboflavin synthase, beta subunit",,1.05,0.04,1.04,0.02,1.01,0.02,1.02,0.02,-0.014,0.118,0.839901923,-0.055,0.1136,0.863558513,-0.041,0.1454,0.83493913
SPO0269,SPO0269,negative transcriptional regulator,SPO_RS01370,0.97,0.03,0.98,0.05,0.99,0.02,0.97,0.01,0.015,0.991,1,0.029,0.9954,1,0,0.9148,1
SPO0270,SPO0270,glutathione S-transferase family protein,SPO_RS01375,1.08,0.03,1.06,0.03,1.06,0.03,1.03,0.06,-0.027,0,0,-0.027,0.035,0.392636364,-0.068,0.2318,1
SPO0273,petC,"ubiquinol--cytochrome c reductase, cytochrome c1",SPO_RS01390,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPO0274,SPO0274,hypothetical protein,,0.98,0.02,1.03,0.04,0.96,0.03,0.91,0.09,0.071,0.5352,1,-0.029,0.5334,1,-0.11,0.7612,1
SPO0275,SPO0275,"cytochrome b, putative",SPO_RS01400,1.02,0.05,1.06,0.03,1.05,0.03,1.01,0.03,0.055,0.9836,1,0.041,1.0044,1,-0.014,1.0776,1
SPO0276,SPO0276,"transcriptional regulator, LuxR family",SPO_RS01405,0.95,0.04,0.94,0.01,0.98,0.02,0.93,0.01,-0.015,0.8468,1,0.044,0.553,1,-0.03,0.7544,1
SPO0277,SPO0277,MiaB-like tRNA modifying enzyme,SPO_RS01410,0.99,0.03,0.98,0.03,0.96,0.01,0.97,0.01,-0.014,0.5754,1,-0.044,0.3982,1,-0.029,0.6758,1
SPO0280,SPO0280,"transposase, truncation",,1.05,0.1,0.63,0.32,0.99,0.02,0.96,0.17,-0.73,0.3704,1,-0.084,0.8524,1,-0.13,0.8316,1
SPO0281,SPO0281,hypothetical protein,SPO_RS01425,1.01,0.06,0.99,0.03,0.97,0.03,0.98,0.04,-0.029,0.982,1,-0.058,0.8384,1,-0.043,0.8234,1
SPO0282,SPO0282,hypothetical protein,SPO_RS01430,1.07,0.06,0.92,0.05,0.98,0.06,0.94,0.04,-0.22,0.118,0.839901923,-0.13,0.0896,0.78976,-0.19,0,0
SPO0284,SPO0284,"dihydroorotase, multifunctional complex type",SPO_RS01440,0.14,0.08,0.41,0.12,0.34,0.09,0.66,0.09,1.5,0.1114,0.839901923,1.2,0.1726,0.992181988,2.2,0,0
SPO0285,SPO0285,hypothetical protein,SPO_RS01445,0.8,0.05,0.91,0.04,0.95,0.03,1,0.03,0.18,0.1174,0.839901923,0.25,0,0,0.32,0,0
SPO0286,SPO0286,hypothetical protein,SPO_RS01450,0.71,0.06,0.87,0.08,0.91,0.02,0.96,0.06,0.29,0.1456,0.874424961,0.35,0,0,0.43,0.0554,0.537833416
SPO0287,pyrB,aspartate carbamoyltransferase,SPO_RS01455,0.09,0.09,0.43,0.15,0.13,0.13,0.4,0.15,2.1,0.1388,0.874424961,0.49,1.0098,1,2,0.1398,0.83493913
SPO0289,SPO0289,Ser/Thr protein phosphatase family protein,SPO_RS01470,0.78,0.02,0.94,0.03,0.87,0.04,0.88,0.03,0.27,0,0,0.16,0.1158,0.863558513,0.17,0.061,0.554859606
SPO0290,SPO0290,transmembrane amino acid efflux protein,SPO_RS01475,0.96,0.03,0.97,0.04,0.92,0.01,0.98,0.02,0.015,0.7184,1,-0.061,0.5136,1,0.029,0.6186,1
SPO0291,SPO0291,molybdenum cofactor biosynthesis protein B,SPO_RS01480,0.73,0.02,0.82,0.02,0.76,0.04,0.81,0.01,0.17,0.0246,0.340563253,0.057,0.519,1,0.15,0.0268,0.327571186
SPO0292,SPO0292,"efflux transporter, RND family, MFP subunit",SPO_RS01485,1.01,0.02,0.98,0.04,0.98,0.02,1,0.02,-0.043,0.7224,1,-0.043,0.485,1,-0.014,0.7496,1
SPO0293,SPO0293,"transporter, AcrB/AcrD/AcrF family",SPO_RS01490,1.02,0.01,0.98,0.01,0.99,0.01,0.98,0.01,-0.057,0,0,-0.043,0,0,-0.057,0,0
SPO0294,SPO0294,"hydrolase, NUDIX family",SPO_RS01495,0.95,0.05,0.92,0.05,0.88,0.03,0.9,0.07,-0.046,0.6014,1,-0.11,0.2926,1,-0.077,0.4226,1
SPO0295,SPO0295,hypothetical protein,SPO_RS01500,1.01,0.01,0.99,0.01,0.97,0.01,1,0.02,-0.029,0.7826,1,-0.058,0.4,1,-0.014,0.9936,1
SPO0296,SPO0296,hypothetical protein,SPO_RS01505,1.05,0.02,1.04,0,1.03,0.01,1.02,0,-0.014,1.5708,1,-0.027,1.0108,1,-0.041,1.5778,1
SPO0297,SPO0297,Sua5/YciO/YrdC family protein,SPO_RS01510,0,0,0,0,0.68,0.12,0.74,0.14,0,2,1,6.1,0.2308,1,6.2,0.2284,1
SPO0298,SPO0298,acyl-CoA dehydrogenase family protein,SPO_RS01515,1,0.01,0.98,0.01,0.98,0.01,0.96,0.01,-0.029,0.1954,1,-0.029,0.3968,1,-0.058,0.0878,0.704954447
SPO0299,SPO0299,metallo-beta-lactamase family protein,SPO_RS01520,1.02,0.02,1,0.02,1.03,0.02,1.01,0.02,-0.028,0.6566,1,0.014,1.0198,1,-0.014,0.6568,1
SPO0300,SPO0300,hypothetical protein,SPO_RS01525,1.04,0.01,1.03,0.01,1.02,0.01,1.01,0.02,-0.014,0.9932,1,-0.028,1.581,1,-0.042,1.0134,1
SPO0301,SPO0301,glycerophosphoryl diester phosphodiesterase family protein,SPO_RS01530,1,0.01,1,0.02,1,0.01,0.98,0.01,0,1.1372,1,0,0.9812,1,-0.029,0.536,1
SPO0302,SPO0302,hypothetical protein,SPO_RS01535,0.96,0.02,0.96,0.03,0.95,0.04,0.92,0.05,0,0.5626,1,-0.015,0.6578,1,-0.061,0.547,1
SPO0303,SPO0303,"cytochrome c oxidase, subunit IV domain protein",SPO_RS01540,1,0.05,1.06,0.04,1.06,0.02,1.05,0.04,0.083,0.2306,1,0.083,1.0022,1,0.07,0.195,0.964854684
SPO0304,SPO0304,"lipoprotein, putative",SPO_RS01545,1.09,0.02,1.06,0.01,1.07,0.01,1.06,0.03,-0.04,1.581,1,-0.026,0.99,1,-0.04,0,0
SPO0305,SPO0305,AzlC family protein,SPO_RS01555,1.01,0.05,0.97,0.02,1.01,0.03,0.98,0.05,-0.058,0.5782,1,0,1.1026,1,-0.043,1.0932,1
SPO0306,fdhD,formate dehydrogenase accessory protein FdhD,SPO_RS01560,0.84,0.01,0.96,0.02,0.88,0.02,0.96,0.03,0.19,0.0256,0.340563253,0.066,0.2664,1,0.19,0.0308,0.327571186
SPO0307,mobA,molybdopterin-guanine dinucleotide biosynthesis protein A,SPO_RS01570,0.81,0.06,0.94,0.04,0.85,0.02,0.99,0.04,0.21,0.1218,0.84915283,0.069,0.5592,1,0.29,0.0814,0.704954447
SPO0308,mobB,molybdopterin-guanine dinucleotide biosynthesis protein B,SPO_RS01575,0.9,0.1,0.92,0.06,0.93,0.05,0.96,0.04,0.031,1.0016,1,0.047,0.7126,1,0.092,0.6272,1
SPO0309,SPO0309,hypothetical protein,SPO_RS01580,0.96,0.02,0.96,0.04,0.97,0.02,0.93,0,0,0.9304,1,0.015,0.684,1,-0.045,0.115,0.764607042
SPO0310,moeA,molybdopterin biosynthesis protein MoeA,SPO_RS01585,0.9,0.05,0.98,0.03,0.94,0.02,0.98,0.02,0.12,0.0828,0.751316667,0.062,0.4064,1,0.12,0.054,0.533213904
SPO0311,SPO0311,hypothetical protein,SPO_RS01590,1.12,0.02,1.08,0.01,1.07,0.01,1.07,0.01,-0.052,0.9846,1,-0.065,1.416,1,-0.065,1.0074,1
SPO0312,greA,transcription elongation factor GreA,SPO_RS01595,1.01,0.02,0.98,0.01,1,0.02,1.01,0.01,-0.043,0.477,1,-0.014,0.977,1,0,0.0244,0.327571186
SPO0313,SPO0313,glyoxalase family protein,SPO_RS01600,1.02,0.05,1,0.04,1,0.05,0.99,0.05,-0.028,1.0268,1,-0.028,0.8102,1,-0.043,1.0006,1
SPO0314,soxR,redox-sensitive transcriptional activator SoxR,SPO_RS01605,1.03,0.04,1.02,0.04,1.01,0.03,1,0.02,-0.014,0.985,1,-0.028,1.0024,1,-0.042,0.6496,1
SPO0315,SPO0315,hypothetical protein,SPO_RS01610,0.9,0.06,0.9,0.05,0.94,0.05,0.87,0.09,0,0.9364,1,0.062,0.6734,1,-0.048,0.7418,1
SPO0317,SPO0317,TPR domain protein,SPO_RS01620,1,0.02,0.92,0.06,0.96,0.03,0.94,0.02,-0.12,0.2824,1,-0.058,0.1432,0.91598408,-0.088,0.032,0.328266667
SPO0320,SPO0320,hypothetical protein,SPO_RS01635,1.04,0.1,0.98,0.08,0.88,0.07,0.96,0.04,-0.085,0.8934,1,-0.24,0.361,1,-0.11,0.567,1
SPO0321,SPO0321,hypothetical protein,SPO_RS01640,1.07,0.06,0.99,0.03,1.01,0.03,1.04,0.04,-0.11,0.1078,0.839901923,-0.082,0.1356,0.91598408,-0.041,0.1974,0.964854684
SPO0322,SPO0322,hypothetical protein,SPO_RS22380,1.15,0.02,1.04,0.02,1,0.03,1.02,0.1,-0.14,0,0,-0.2,0,0,-0.17,0,0
